"Name","Type","QC.matrix.1","QC.matrix.2","Species","isotope.expected","isotope.precision","Method","Facility","Normalization","Slope","slope.confi95","Intercept","intercept.confi95","isotope.max","isotope.min","isotope.range","standards","isotope.norm","isotope.SE","isotope.confi95","one.point.mean","isotope.deviation","deviation_significant","SRM.matrix.1","SRM.matrix.2","Matrix.1","Matrix.2","Extrapolation"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",123,0.980041262098406,0.00580236211794738,-0.426918520014364,0.108076210163596,-1.42,-28.11,26.69,"USGS91_USGS63_USGS88_USGS89",-18.1452375198056,0.0601013328477853,0.128904538618047,NA,-0.0152375198056163,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",124,0.979210543246936,0.0173117879748297,-0.58110747797669,0.434786769878696,-16.26,-28.11,11.85,"USGS91_IAEA600_USGS40_USGS88",-18.0031686174131,0.106859354665633,0.229190521366336,NA,0.126831382586854,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",125,0.990489363212394,0.0217935875219786,-0.269651079064511,0.5549710745786,-18.13,-28.11,9.98,"USGS91_IAEA600_USGS40_USGS89",-18.1126113891326,0.11847264054143,0.25409854231573,NA,0.0173886108674175,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",126,0.98310134699617,0.0166409935652558,-0.457314625236365,0.386283649012827,-16.26,-28.11,11.85,"USGS91_IAEA600_USGS88_USGS89",-18.0578385219452,0.103454308284204,0.221887423215705,NA,0.0721614780548236,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",127,0.973588767314942,0.0106555233085968,-0.624225534098576,0.243147449892031,-16.26,-28.11,11.85,"USGS91_USGS40_USGS88_USGS89",-18.062836236701,0.0631651061054683,0.135475678715924,NA,0.0671637632989608,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",128,1.00073136031471,0.0121981028903545,-0.0745433258867285,0.285282230017118,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_IAEA600",-18.1222028141598,0.165681977820583,0.35535250045748,NA,0.00779718584015043,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",129,0.998792145287428,0.0119775707141743,-0.0730579464630032,0.275442852791584,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_USGS40",-18.1588753366874,0.160395441354626,0.344014007420102,NA,-0.028875336687431,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",130,0.998463291806482,0.013242492341209,-0.120992210504495,0.271136392614502,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_USGS88",-18.116848098409,0.167781389902051,0.359855291542265,NA,0.0131519015909518,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",131,0.998666142890439,0.012755851456382,-0.0795839172902763,0.26662710828549,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_USGS89",-18.1546317673641,0.161625362400675,0.346651925706858,NA,-0.0246317673640881,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",132,1.02829015954457,0.00683670305981798,0.711030805081715,0.183541922757274,-13.34,-35.27,21.93,"USGS90_USGS61_IAEA600_USGS40",-18.4004783372253,0.0577650113030766,0.12389362727026,NA,-0.270478337225256,TRUE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",133,1.01653829883175,0.0139164384786918,0.320320272208038,0.344023359442041,-13.34,-35.27,21.93,"USGS90_USGS61_IAEA600_USGS88",-18.2288461669411,0.127772096343559,0.274043891325016,NA,-0.0988461669410903,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",134,1.02252596370806,0.0102413622753459,0.509326931151331,0.25681197648362,-13.34,-35.27,21.93,"USGS90_USGS61_IAEA600_USGS89",-18.3069453447109,0.0901365562645843,0.193323685971035,NA,-0.17694534471087,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",135,1.01458165015287,0.0138932249853843,0.308893894112437,0.338316481623392,-13.34,-35.27,21.93,"USGS90_USGS61_USGS40_USGS88",-18.2527388419868,0.125053185452333,0.26821240743988,NA,-0.122738841986813,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",136,1.02062244104807,0.00961881362365924,0.496121549651582,0.23769828428577,-13.34,-35.27,21.93,"USGS90_USGS61_USGS40_USGS89",-18.3281503495478,0.0830177222165424,0.178055305471298,NA,-0.198150349547788,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",137,1.01389516433433,0.0146095049341016,0.257664922026439,0.327020111024514,-13.34,-35.27,21.93,"USGS90_USGS61_USGS88_USGS89",-18.2145704720383,0.127356020051365,0.273151496432361,NA,-0.0845704720383011,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",138,0.996763150978272,0.01434438494971,-0.11211801411503,0.291848876477298,-1.42,-27.97,26.55,"USGS90_USGS63_IAEA600_USGS40",-18.1566523282114,0.161736318710078,0.346889903322206,NA,-0.0266523282114015,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",139,0.996593127303597,0.0170779535852189,-0.151879374001456,0.29792438633981,-1.42,-27.97,26.55,"USGS90_USGS63_IAEA600_USGS88",-18.1198526572795,0.170678151710929,0.366068227708016,NA,0.0101473427205256,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",140,0.996184632447726,0.0162825815134013,-0.121099509956818,0.292189688976893,-1.42,-27.97,26.55,"USGS90_USGS63_IAEA600_USGS89",-18.1581806232013,0.164234719933928,0.352248441008198,NA,-0.0281806232012833,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",141,0.989997585087801,0.0166634360700134,-0.206584635878217,0.281901201857759,-1.42,-26.46,25.04,"USGS90_USGS63_USGS40_USGS88",-18.1853124040955,0.160297239100093,0.343803384531856,NA,-0.0553124040955097,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",142,0.989853723644374,0.0153327038571764,-0.175148666644604,0.26728649968189,-1.42,-26.46,25.04,"USGS90_USGS63_USGS40_USGS89",-18.2197135824836,0.149174467275249,0.319947411589185,NA,-0.089713582483629,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",143,0.982931741180373,0.022026691119729,-0.279555547657966,0.307004173480281,-1.42,-18.3,16.88,"USGS90_USGS63_USGS88_USGS89",-18.24180021983,0.166255484430732,0.35658254980036,NA,-0.111800219830016,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",144,1.02140904551008,0.0193065751841934,0.419215297415316,0.422144690105375,-13.34,-27.97,14.63,"USGS90_IAEA600_USGS40_USGS88",-18.2387412558228,0.123590641785129,0.265075563251962,NA,-0.108741255822778,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",145,1.03120592436211,0.0128833540168805,0.679677373785259,0.28686404240306,-13.34,-27.97,14.63,"USGS90_IAEA600_USGS40_USGS89",-18.3180458214204,0.0776733124785983,0.166592686610577,NA,-0.188045821420435,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",146,1.02679566287453,0.0218958312097302,0.470031952428958,0.430273404685527,-13.34,-27.97,14.63,"USGS90_IAEA600_USGS88_USGS89",-18.1925505023404,0.118461829495709,0.254075354928785,NA,-0.0625505023403541,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",147,1.01753005063114,0.0257075094111158,0.327627165853075,0.493174816341196,-13.34,-26.46,13.12,"USGS90_USGS40_USGS88_USGS89",-18.2182601431328,0.125622143944297,0.269432702039422,NA,-0.0882601431327572,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",148,0.994291142912765,0.00362234438045705,-0.324559537315201,0.0940285597786268,-1.42,-35.27,33.85,"USGS61_USGS63_IAEA600_USGS40",-17.9881321383288,0.049224074254404,0.105575139185923,NA,0.14186786167118,FALSE,"Compound","High Organic","Compound / Macromolecule","Matched","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",149,0.995459858082118,0.0019135776537833,-0.332064188712424,0.0454524835813329,-1.42,-35.27,33.85,"USGS61_USGS63_IAEA600_USGS88",-17.9594743737148,0.0257372544057508,0.0552009206330082,NA,0.170525626285194,TRUE,"Mixed","High Organic","Mixed / Macromolecule","Matched","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",150,0.995923136573059,0.00410783686191751,-0.286157237520819,0.0990900425250584,-1.42,-35.27,33.85,"USGS61_USGS63_IAEA600_USGS89",-17.9972149498952,0.054746544581684,0.117419660028294,NA,0.132785050104797,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",151,0.993757033869918,0.00350006354903187,-0.32528353636339,0.0817889870680091,-1.42,-35.27,33.85,"USGS61_USGS63_USGS40_USGS88",-17.9970715719007,0.0464184699316362,0.0995577163828862,NA,0.132928428099341,FALSE,"Mixed","High Organic","Mixed / Macromolecule","Matched","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",152,0.994257021239845,0.00451673197108837,-0.279672026273726,0.107242674366139,-1.42,-35.27,33.85,"USGS61_USGS63_USGS40_USGS89",-18.0338962568924,0.0593895311161466,0.127377875739591,NA,0.0961037431075553,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",153,0.995281286882969,0.0042399091254729,-0.292436147642547,0.0903531473977778,-1.42,-35.27,33.85,"USGS61_USGS63_USGS88_USGS89",-18.0025125444404,0.0533525598458592,0.114429860123737,NA,0.127487455559571,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",154,0.997203094735394,0.00610158229464597,-0.242954585248629,0.16575122938239,-16.26,-35.27,19.01,"USGS61_IAEA600_USGS40_USGS88",-18.0174384833,0.0492528227404624,0.105636798556119,NA,0.112561516699966,FALSE,"Mixed","High Organic","Mixed / Macromolecule","Matched","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",155,1.00672674143346,0.00609229728869476,0.0498198389526332,0.167471268655179,-18.13,-35.27,17.14,"USGS61_IAEA600_USGS40_USGS89",-18.1378114710182,0.0451264406598238,0.0967865892003029,NA,-0.00781147101820423,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",156,1.00121800702094,0.00524720690025515,-0.146722464794826,0.133367750548003,-16.26,-35.27,19.01,"USGS61_IAEA600_USGS88_USGS89",-18.0413031013608,0.0443924425839047,0.0952123198981142,NA,0.0886968986392134,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",157,0.999367345319482,0.00631994002827507,-0.152625191774484,0.158363217453982,-16.26,-35.27,19.01,"USGS61_USGS40_USGS88_USGS89",-18.0688061229906,0.0523883958151282,0.112361933945656,NA,0.0611938770094014,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",158,0.992072598543881,0.00381217301443004,-0.350155023473531,0.0791583177085076,-1.42,-27.97,26.55,"USGS63_IAEA600_USGS40_USGS88",-18.0025584848733,0.042585938833866,0.0913377547033577,NA,0.127441515126669,FALSE,"Mixed","High Organic","Mixed / Macromolecule","Matched","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",159,0.992198433009912,0.00499047597823976,-0.313197762103068,0.105730120749781,-1.42,-27.97,26.55,"USGS63_IAEA600_USGS40_USGS89",-18.0375231833471,0.0554891944522363,0.119012485584439,NA,0.0924768166529191,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",160,0.993844206775762,0.00523549894420983,-0.312717248629296,0.0964292460491827,-1.42,-27.97,26.55,"USGS63_IAEA600_USGS88_USGS89",-18.0081371198341,0.0525248006349258,0.112654493187325,NA,0.121862880165871,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",161,0.988180018699654,0.00415739912898561,-0.359345961324094,0.0744981534754766,-1.42,-26.46,25.04,"USGS63_USGS40_USGS88_USGS89",-18.0641722164809,0.0402403960515305,0.0863070657678628,NA,0.0658277835190617,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"four.point","U.S. EPA",162,0.996769515975805,0.00972806359230971,-0.215071011044165,0.220336103777317,-16.26,-27.97,11.71,"IAEA600_USGS40_USGS88_USGS89",-18.0532497237733,0.0546275641000542,0.117164472275173,NA,0.0767502762267149,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",1,1,NA,-0.217500000000001,0.0940258953653175,-27.98,-28.11,0.129999999999999,"USGS91",-18.4275,0.0590903263374528,0.0940258953653175,-28.28,-0.297500000000003,TRUE,"Plant","Plant","Plant / Macromolecule","Plant / High Organic","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",2,1,NA,-0.375,0.0558819205991914,-13.34,-13.41,0.0700000000000003,"USGS90",-18.585,0.0351188458428427,0.0558819205991914,-13.75,-0.455000000000002,TRUE,"Plant","Plant","Plant / Macromolecule","Plant / High Organic","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",3,1,NA,0.182500000000005,0.0457044054248661,-35.21,-35.27,0.0600000000000023,"USGS61",-18.0275,0.0287228132326912,0.0457044054248661,-35.05,0.102500000000003,FALSE,"Compound","High Organic","Compound / Macromolecule","Matched","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",4,1,NA,0.34,0.11693054372626,-1.42,-1.57,0.15,"USGS63",-17.87,0.0734846922834954,0.11693054372626,-1.17,0.259999999999998,TRUE,"Compound","High Organic","Compound / Macromolecule","Matched","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",5,1,NA,0.2075,0.0571881852478458,-27.89,-27.97,0.0799999999999983,"IAEA600",-18.0025,0.0359397644214126,0.0571881852478458,-27.73,0.127499999999998,FALSE,"Compound","High Organic","Compound / Macromolecule","Matched","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",6,1,NA,0.0525000000000002,0.0271753088379592,-26.42,-26.46,0.0399999999999991,"USGS40",-18.1575,0.0170782512765987,0.0271753088379592,-26.39,-0.0274999999999999,FALSE,"Compound","High Organic","Compound / Macromolecule","Matched","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",7,1,NA,0.235000000000001,0.0527749015503936,-16.26,-16.34,0.0799999999999983,"USGS88",-17.975,0.0331662479035535,0.0527749015503936,-16.06,0.155000000000001,FALSE,"Macromolecule","High Organic","Matched","Matched","Extrapolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"one.point","U.S. EPA",8,1,NA,0.080000000000001,0.11251646816141,-18.13,-18.3,0.170000000000002,"USGS89",-18.13,0.0707106781186553,0.11251646816141,-18.13,0,FALSE,"Macromolecule","High Organic",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",37,1.02374076154608,0.00866862634585241,0.746645966657285,0.235669931838912,-13.34,-35.27,21.93,"USGS91_USGS90_USGS61",-18.5170373972689,0.0728371067663007,0.162291187452267,NA,-0.387037397268884,TRUE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",38,0.980241357334143,0.0140400902173003,-0.200357787721672,0.255075352355165,-1.42,-28.11,26.69,"USGS91_USGS90_USGS63",-18.372661056923,0.144685536357892,0.322379464879493,NA,-0.242661056922977,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",39,1.02506508320475,0.0192174079952523,0.71118006812108,0.46517426129521,-13.34,-28.11,14.77,"USGS91_USGS90_IAEA600",-18.4585158329325,0.120122139308664,0.267648805577342,NA,-0.328515832932474,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",40,1.01917888462025,0.0142894230991053,0.617406428572587,0.338677716291512,-13.34,-28.11,14.77,"USGS91_USGS90_USGS40",-18.4731127309292,0.0856350046148994,0.190806680872481,NA,-0.343112730929167,TRUE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",41,0.99499166724533,0.0286694729988023,0.0221886500937459,0.584450605599529,-13.34,-28.11,14.77,"USGS91_USGS90_USGS88",-18.323961144891,0.165431466842504,0.368604278612862,NA,-0.193961144891006,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",42,1.00378531283619,0.0224184952054828,0.246741473408467,0.469811968689606,-13.34,-28.11,14.77,"USGS91_USGS90_USGS89",-18.387140394851,0.123140094973736,0.274373229848262,NA,-0.257140394850953,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",43,0.990800807553761,0.00954948631518315,-0.299449304260817,0.248386391804402,-1.42,-35.27,33.85,"USGS91_USGS61_USGS63",-18.0768430538117,0.127507013661069,0.284103331038972,NA,0.0531569461883414,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",44,1.02297734205929,0.0387256922537299,0.639938922639729,1.18250066486038,-27.89,-35.27,7.38,"USGS91_USGS61_IAEA600",-18.4265458750964,0.23206447636721,0.517071875959632,NA,-0.296545875096395,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",45,1.02671610908629,0.0261522010824422,0.793156435740702,0.788145513133869,-26.42,-35.27,8.85,"USGS91_USGS61_USGS40",-18.508676612323,0.155575074682907,0.34664286830165,NA,-0.378676612322987,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",46,0.993129448016792,0.0177690097422243,-0.248484373982281,0.490521712842633,-16.26,-35.27,19.01,"USGS91_USGS61_USGS88",-18.0857748825046,0.143014460427309,0.31865607567394,NA,0.0442251174954436,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",47,1.00326945147536,0.0177234635091694,0.0737765057275609,0.49677973498874,-18.13,-35.27,17.14,"USGS91_USGS61_USGS89",-18.2241933897622,0.131029835137184,0.291952666438517,NA,-0.0941933897621965,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",48,0.986904331554877,0.00990712874668709,-0.359603440564025,0.226646020431003,-1.42,-28.11,26.69,"USGS91_USGS63_IAEA600",-18.0872613369854,0.114089294899914,0.254206790562217,NA,0.0427386630145783,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",49,0.983358554506324,0.00619776855197052,-0.36808610545562,0.138473527422914,-1.42,-28.11,26.69,"USGS91_USGS63_USGS40",-18.1438538494248,0.0699281620884542,0.155809654797279,NA,-0.0138538494248124,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",50,0.979921362041663,0.00680575679838835,-0.423759604494641,0.127871634086575,-1.42,-28.11,26.69,"USGS91_USGS63_USGS88",-18.1506813551322,0.069729658272413,0.155367360732489,NA,-0.0206813551322007,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",51,0.979972702951504,0.0045380590438423,-0.385132931189152,0.088067354619135,-1.42,-28.11,26.69,"USGS91_USGS63_USGS89",-18.1891465090053,0.0467368963944107,0.104136294677644,NA,-0.0591465090053198,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",52,0.905408980282882,0.144426110240611,-2.61226667489683,3.96855988382487,-26.42,-28.11,1.69,"USGS91_IAEA600_USGS40",-17.2272792348822,0.741805964144258,1.65284668934496,NA,0.902720765117792,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Extrapolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",53,0.97871307376186,0.0216503936689412,-0.586382924660918,0.534233411463104,-16.26,-28.11,11.85,"USGS91_IAEA600_USGS88",-18.0069292500605,0.126842756876468,0.282623274689508,NA,0.123070749939465,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",54,0.989618768703481,0.0269662726984272,-0.27988816277463,0.678173290390621,-18.13,-28.11,9.98,"USGS91_IAEA600_USGS89",-18.1182010732436,0.139640980893006,0.311139494857179,NA,0.0117989267564482,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",55,0.969473081483182,0.0123704763477602,-0.743056315564835,0.299126380306951,-16.26,-28.11,11.85,"USGS91_USGS40_USGS88",-18.016945512002,0.0692658839158877,0.15433400707016,NA,0.113054487998003,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",56,0.978509165311957,0.0169510374078963,-0.493177588429847,0.418074511730291,-18.13,-28.11,9.98,"USGS91_USGS40_USGS89",-18.1059340470479,0.0836119402336244,0.186299012524493,NA,0.0240659529521245,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","SRM","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",57,0.965437304538182,0.00790429655016067,-0.752210528499929,0.169919635667867,-16.26,-28.11,11.85,"USGS91_USGS88_USGS89",-18.0827790571559,0.0405146303373565,0.0902722219285257,NA,0.0472209428441026,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",58,0.998604359084279,0.0155778651389811,-0.0724133921862122,0.338788293032612,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63",-18.1629355438083,0.196083804630217,0.436901943341874,NA,-0.0329355438083354,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",59,1.0282264674843,0.00833779663991163,0.71505718552445,0.225095695244857,-13.34,-35.27,21.93,"USGS90_USGS61_IAEA600",-18.4055339791314,0.0693183256563769,0.15445085454961,NA,-0.275533979131357,TRUE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",60,1.0267325310347,0.00413934949053396,0.716673002833017,0.109881267951204,-13.34,-35.27,21.93,"USGS90_USGS61_USGS40",-18.4338885062495,0.0338472102668884,0.0754162842270028,NA,-0.303888506249521,TRUE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
"USGS89","QC","Macromolecule","High Organic","C",-18.13,0.11,"three.point","U.S. EPA",61,1.01499046173825,0.0175513238433762,0.309927116114246,0.414782085447014,-13.34,-35.27,21.93,"USGS90_USGS61_USGS88",-18.2464050789182,0.150420825074896,0.335158484497206,NA,-0.116405078918156,FALSE,"Mixed","Mixed","Mixed / Macromolecule","Mixed / High Organic","Interpolated"
